Year,Pesticide Type,Usage
2017,Insecticides,151.64
2018,Insecticides,111.73
2019,Insecticides,63.14
2020,Insecticides,86.16
2021,Insecticides,109.18
2022,Insecticides,66.16
1990,Insecticides,4.26
1990,Insecticides,16479.0
1991,Insecticides,16479.0
1992,Insecticides,16479.0
1993,Insecticides,16479.0
1994,Insecticides,16479.0
1995,Insecticides,16479.0
1996,Insecticides,16479.0
1997,Insecticides,16479.0
1998,Insecticides,17619.0
1999,Insecticides,19470.0
2000,Insecticides,26702.0
2001,Insecticides,26702.0
2002,Insecticides,26702.0
2003,Insecticides,26702.0
2004,Insecticides,26702.0
2005,Insecticides,26702.0
2006,Insecticides,26702.0
2007,Insecticides,26702.0
2008,Insecticides,26702.0
2009,Insecticides,26702.0
2010,Insecticides,26702.0
2011,Insecticides,26702.0
2012,Insecticides,26702.0
2013,Insecticides,26702.0
2014,Insecticides,26702.0
2015,Insecticides,26702.0
2016,Insecticides,26702.0
2017,Insecticides,26702.0
2018,Insecticides,26702.0
2019,Insecticides,26702.0
2020,Insecticides,26702.0
2021,Insecticides,26702.0
2022,Insecticides,26702.0
1991,Insecticides,1.48
1992,Insecticides,1.48
1993,Insecticides,1.49
1994,Insecticides,1.47
1995,Insecticides,1.45
1996,Insecticides,1.44
1997,Insecticides,1.49
1998,Insecticides,1.56
1999,Insecticides,1.6
2000,Insecticides,1.58
2001,Insecticides,1.55
2002,Insecticides,1.52
2003,Insecticides,1.51
2004,Insecticides,1.51
2005,Insecticides,1.5
2006,Insecticides,1.5
2007,Insecticides,1.3
2008,Insecticides,1.14
2009,Insecticides,0.9
2010,Insecticides,0.97
2011,Insecticides,1.0
2012,Insecticides,1.26
2013,Insecticides,1.89
2014,Insecticides,2.77
2015,Insecticides,4.28
2016,Insecticides,5.63
2017,Insecticides,6.0
2018,Insecticides,5.78
2019,Insecticides,5.13
2020,Insecticides,5.23
2021,Insecticides,5.23
2022,Insecticides,5.23
1990,Insecticides,251.91
1991,Insecticides,251.91
1992,Insecticides,251.91
1993,Insecticides,251.91
1994,Insecticides,251.91
1995,Insecticides,251.91
1996,Insecticides,251.91
1997,Insecticides,251.91
1998,Insecticides,251.91
1999,Insecticides,251.91
2000,Insecticides,251.91
2001,Insecticides,251.91
2002,Insecticides,251.91
2003,Insecticides,250.6
2004,Insecticides,250.42
2005,Insecticides,252.84
2006,Insecticides,254.57
2007,Insecticides,252.96
2008,Insecticides,255.32
2009,Insecticides,255.32
2010,Insecticides,255.32
2011,Insecticides,255.32
2012,Insecticides,255.32
2013,Insecticides,255.32
2014,Insecticides,255.32
2015,Insecticides,255.32
2016,Insecticides,255.32
2017,Insecticides,255.32
2018,Insecticides,255.32
2019,Insecticides,255.32
2020,Insecticides,255.32
2021,Insecticides,255.32
2022,Insecticides,255.32
1990,Insecticides,341.27
1991,Insecticides,341.27
1992,Insecticides,341.27
1993,Insecticides,341.27
1994,Insecticides,341.27
1995,Insecticides,341.27
1996,Insecticides,341.27
1997,Insecticides,341.27
1998,Insecticides,370.45
1999,Insecticides,282.4
2000,Insecticides,194.35
2001,Insecticides,370.55
2002,Insecticides,375.24
2003,Insecticides,393.97
2004,Insecticides,472.43
2005,Insecticides,452.92
2006,Insecticides,397.41
2007,Insecticides,281.39
2008,Insecticides,268.02
2009,Insecticides,254.65
2010,Insecticides,241.27
2011,Insecticides,227.9
2012,Insecticides,213.95
2013,Insecticides,185.65
2014,Insecticides,179.24
2015,Insecticides,172.82
2016,Insecticides,166.41
2017,Insecticides,160.0
2018,Insecticides,100.57
2019,Insecticides,41.14
2020,Insecticides,71.78
2021,Insecticides,102.41
2022,Insecticides,109.21
1990,Insecticides,67.63
1991,Insecticides,72.17
1992,Insecticides,75.58
1993,Insecticides,71.94
1994,Insecticides,52.44
1995,Insecticides,27.99
1996,Insecticides,10.31
1997,Insecticides,3.99
1998,Insecticides,2.83
1999,Insecticides,2.07
2000,Insecticides,1.67
2001,Insecticides,1.55
2002,Insecticides,1.89
2003,Insecticides,2.33
2004,Insecticides,2.7
2005,Insecticides,2.75
2006,Insecticides,2.9
2007,Insecticides,3.05
2008,Insecticides,3.2
2009,Insecticides,3.35
2010,Insecticides,3.55
2011,Insecticides,4.91
2012,Insecticides,6.35
2013,Insecticides,7.77
2014,Insecticides,7.95
2015,Insecticides,8.1
2016,Insecticides,8.25
2017,Insecticides,8.39
2018,Insecticides,8.54
2019,Insecticides,8.95
2020,Insecticides,9.61
2021,Insecticides,10.23
2022,Insecticides,10.54
1990,Insecticides,1598.0
1991,Insecticides,1598.0
1992,Insecticides,1598.0
1993,Insecticides,3091.6
1994,Insecticides,4585.2
1995,Insecticides,6078.8
1996,Insecticides,7572.4
1997,Insecticides,9066.0
1998,Insecticides,7156.0
1999,Insecticides,548.0
2000,Insecticides,768.0
2001,Insecticides,1721.0
2002,Insecticides,2204.33
2003,Insecticides,2687.66
2004,Insecticides,3170.98
2005,Insecticides,3654.31
2006,Insecticides,4137.64
2007,Insecticides,4620.97
2008,Insecticides,5104.3
2009,Insecticides,5587.63
2010,Insecticides,6070.95
2011,Insecticides,6554.28
2012,Insecticides,7037.61
2013,Insecticides,5131.88
2014,Insecticides,2274.52
2015,Insecticides,3033.45
2016,Insecticides,2802.0
2017,Insecticides,2875.0
2018,Insecticides,2821.8
2019,Insecticides,2768.59
2020,Insecticides,718.37
2021,Insecticides,2703.21
2022,Insecticides,2703.21
1990,Insecticides,395.25
1991,Insecticides,395.25
1992,Insecticides,395.25
1993,Insecticides,395.25
1994,Insecticides,395.25
1995,Insecticides,395.25
1996,Insecticides,444.54
1997,Insecticides,558.93
1998,Insecticides,510.57
1999,Insecticides,386.26
2000,Insecticides,546.22
2001,Insecticides,882.73
2002,Insecticides,889.57
2003,Insecticides,853.7
2004,Insecticides,934.33
2005,Insecticides,1037.48
2006,Insecticides,1277.85
2007,Insecticides,1216.84
2008,Insecticides,1377.26
2009,Insecticides,1030.45
2010,Insecticides,1349.17
2011,Insecticides,1161.43
2012,Insecticides,1357.75
2013,Insecticides,1081.78
2014,Insecticides,1222.58
2015,Insecticides,1406.19
2016,Insecticides,1509.14
2017,Insecticides,1561.56
2018,Insecticides,1271.9
2019,Insecticides,1591.95
2020,Insecticides,2432.0
2021,Insecticides,1859.03
2022,Insecticides,1490.79
1990,Insecticides,2046.16
1991,Insecticides,2129.86
1992,Insecticides,2129.93
1993,Insecticides,2233.25
1994,Insecticides,2231.88
1995,Insecticides,2348.18
1996,Insecticides,2312.06
1997,Insecticides,2297.14
1998,Insecticides,2381.93
1999,Insecticides,2603.59
2000,Insecticides,2488.22
2001,Insecticides,2626.28
2002,Insecticides,2690.0
2003,Insecticides,2806.28
2004,Insecticides,2888.02
2005,Insecticides,2655.89
2006,Insecticides,2659.57
2007,Insecticides,2590.51
2008,Insecticides,2594.6
2009,Insecticides,2582.56
2010,Insecticides,2949.37
2011,Insecticides,2931.91
2012,Insecticides,2846.91
2013,Insecticides,3010.16
2014,Insecticides,3001.33
2015,Insecticides,3194.11
2016,Insecticides,4056.97
2017,Insecticides,3204.95
2018,Insecticides,2352.94
2019,Insecticides,4621.5
2020,Insecticides,6448.69
2021,Insecticides,6995.76
2022,Insecticides,6995.76
1990,Insecticides,1.43
1991,Insecticides,1.45
1992,Insecticides,1.46
1993,Insecticides,1.47
1994,Insecticides,1.46
1995,Insecticides,1.18
1996,Insecticides,0.72
1997,Insecticides,0.27
1998,Insecticides,0.09
1999,Insecticides,0.12
2000,Insecticides,0.13
2001,Insecticides,0.08
2002,Insecticides,0.04
2003,Insecticides,0.02
2004,Insecticides,0.01
2005,Insecticides,0.01
2006,Insecticides,0.03
2007,Insecticides,0.06
2008,Insecticides,0.05
2009,Insecticides,0.04
2010,Insecticides,0.01
2011,Insecticides,0.01
2012,Insecticides,0.03
2013,Insecticides,0.03
2014,Insecticides,0.04
2015,Insecticides,0.04
2016,Insecticides,0.05
2017,Insecticides,0.07
2018,Insecticides,0.06
2019,Insecticides,0.04
2020,Insecticides,0.02
2021,Insecticides,0.03
2022,Insecticides,0.03
1990,Insecticides,334.0
1991,Insecticides,334.0
1992,Insecticides,363.0
1993,Insecticides,560.0
1994,Insecticides,500.0
1995,Insecticides,445.0
1996,Insecticides,434.0
1997,Insecticides,581.0
1998,Insecticides,648.0
1999,Insecticides,406.0
2000,Insecticides,571.0
2001,Insecticides,549.0
2002,Insecticides,463.0
2003,Insecticides,560.0
2004,Insecticides,494.0
2005,Insecticides,500.0
2006,Insecticides,498.0
2007,Insecticides,981.0
2008,Insecticides,1077.02
2009,Insecticides,952.03
2010,Insecticides,906.02
2011,Insecticides,992.66
2012,Insecticides,1310.0
2013,Insecticides,1313.63
2014,Insecticides,1728.37
2015,Insecticides,1666.08
2016,Insecticides,1758.71
2017,Insecticides,1826.24
2018,Insecticides,1770.07
2019,Insecticides,2747.88
2020,Insecticides,648.05
2021,Insecticides,648.08
2022,Insecticides,622.33
1990,Insecticides,680.0
1991,Insecticides,680.0
1992,Insecticides,630.0
1993,Insecticides,383.0
1994,Insecticides,347.0
1995,Insecticides,396.0
1996,Insecticides,366.0
1997,Insecticides,444.0
1998,Insecticides,449.0
1999,Insecticides,462.0
2000,Insecticides,476.0
2001,Insecticides,415.0
2002,Insecticides,443.0
2003,Insecticides,505.0
2004,Insecticides,409.0
2005,Insecticides,425.0
2006,Insecticides,493.0
2007,Insecticides,641.12
2008,Insecticides,380.17
2009,Insecticides,396.12
2010,Insecticides,389.35
2011,Insecticides,887.32
2012,Insecticides,846.5
2013,Insecticides,1305.94
2014,Insecticides,2197.77
2015,Insecticides,776.97
2016,Insecticides,2094.21
2017,Insecticides,2016.34
2018,Insecticides,685.1
2019,Insecticides,1869.3
2020,Insecticides,891.35
2021,Insecticides,964.0
2022,Insecticides,1143.56
1990,Insecticides,25.44
1991,Insecticides,25.52
1992,Insecticides,28.51
1993,Insecticides,26.36
1994,Insecticides,27.11
1995,Insecticides,26.4
1996,Insecticides,49.39
1997,Insecticides,111.22
1998,Insecticides,207.51
1999,Insecticides,284.16
2000,Insecticides,267.96
2001,Insecticides,273.48
2002,Insecticides,317.96
2003,Insecticides,366.17
2004,Insecticides,463.44
2005,Insecticides,734.62
2006,Insecticides,893.36
2007,Insecticides,880.79
2008,Insecticides,1213.54
2009,Insecticides,2257.51
2010,Insecticides,2810.22
2011,Insecticides,2241.15
2012,Insecticides,1138.35
2013,Insecticides,728.99
2014,Insecticides,727.11
2015,Insecticides,788.09
2016,Insecticides,688.72
2017,Insecticides,769.15
2018,Insecticides,703.76
2019,Insecticides,743.55
2020,Insecticides,834.33
2021,Insecticides,1017.22
2022,Insecticides,1108.67
1990,Insecticides,9332.0
1991,Insecticides,10503.0
1992,Insecticides,9878.0
1993,Insecticides,7642.0
1994,Insecticides,8267.0
1995,Insecticides,8892.0
1996,Insecticides,8407.0
1997,Insecticides,9166.0
1998,Insecticides,8765.0
1999,Insecticides,9544.0
2000,Insecticides,8867.0
2001,Insecticides,9880.0
2002,Insecticides,9556.0
2003,Insecticides,9332.0
2004,Insecticides,8958.0
2005,Insecticides,8734.0
2006,Insecticides,8334.0
2007,Insecticides,8568.0
2008,Insecticides,9960.0
2009,Insecticides,8810.0
2010,Insecticides,7414.0
2011,Insecticides,6634.0
2012,Insecticides,5047.0
2013,Insecticides,5991.0
2014,Insecticides,6620.0
2015,Insecticides,6274.0
2016,Insecticides,7092.0
2017,Insecticides,6282.0
2018,Insecticides,5674.0
2019,Insecticides,4953.0
2020,Insecticides,4727.0
2021,Insecticides,5286.0
2022,Insecticides,5078.0
1992,Insecticides,994.0
1993,Insecticides,571.0
1994,Insecticides,524.8
1995,Insecticides,478.6
1996,Insecticides,432.4
1997,Insecticides,386.2
1998,Insecticides,340.0
1999,Insecticides,293.8
2000,Insecticides,247.6
2001,Insecticides,224.55
2002,Insecticides,239.1
2003,Insecticides,255.7
2004,Insecticides,272.91
2005,Insecticides,221.33
2006,Insecticides,227.0
2007,Insecticides,305.2
2008,Insecticides,357.58
2009,Insecticides,272.18
2010,Insecticides,241.28
2011,Insecticides,230.86
2012,Insecticides,268.55
2013,Insecticides,276.62
2014,Insecticides,242.0
2015,Insecticides,186.0
2016,Insecticides,358.0
2017,Insecticides,404.1
2018,Insecticides,423.9
2019,Insecticides,458.6
2020,Insecticides,576.6
2021,Insecticides,588.0
2022,Insecticides,599.4
1990,Insecticides,5797.0
1991,Insecticides,3921.0
1992,Insecticides,2514.0
1993,Insecticides,5078.0
1994,Insecticides,3935.0
1995,Insecticides,3624.0
1996,Insecticides,3194.0
1997,Insecticides,2816.0
1998,Insecticides,2063.0
1999,Insecticides,1446.0
2000,Insecticides,1239.3
2001,Insecticides,1109.7
2002,Insecticides,1057.8
2003,Insecticides,1031.7
2004,Insecticides,876.3
2005,Insecticides,1136.2
2006,Insecticides,855.6
2007,Insecticides,863.1
2008,Insecticides,847.6
2009,Insecticides,1046.3
2010,Insecticides,1327.7
2011,Insecticides,993.3
2012,Insecticides,832.6
2013,Insecticides,696.85
2014,Insecticides,608.64
2015,Insecticides,728.17
2016,Insecticides,774.57
2017,Insecticides,1024.26
2018,Insecticides,1060.34
2019,Insecticides,924.19
2020,Insecticides,564.25
2021,Insecticides,615.58
2022,Insecticides,610.38
1992,Insecticides,1686.0
1993,Insecticides,1686.0
1994,Insecticides,1686.0
1995,Insecticides,1686.0
1996,Insecticides,1686.0
1997,Insecticides,1686.0
1998,Insecticides,1974.99
1999,Insecticides,2263.97
2000,Insecticides,2552.96
2001,Insecticides,2841.94
2002,Insecticides,3130.93
2003,Insecticides,3419.91
2004,Insecticides,3708.9
2005,Insecticides,3997.88
2006,Insecticides,4286.87
2007,Insecticides,4575.85
2008,Insecticides,4864.84
2009,Insecticides,5153.82
2010,Insecticides,5442.81
2011,Insecticides,5731.8
2012,Insecticides,6020.78
2013,Insecticides,6309.77
2014,Insecticides,6598.75
2015,Insecticides,6887.74
2016,Insecticides,9576.0
2017,Insecticides,9348.28
2018,Insecticides,9797.74
2019,Insecticides,11160.23
2020,Insecticides,12497.58
2021,Insecticides,14273.61
2022,Insecticides,14273.61
1990,Insecticides,19.0
1991,Insecticides,11.0
1992,Insecticides,25.0
1993,Insecticides,38.0
1994,Insecticides,51.0
1995,Insecticides,64.0
1996,Insecticides,77.0
1997,Insecticides,90.0
1998,Insecticides,103.0
1999,Insecticides,69.5
2000,Insecticides,36.0
2001,Insecticides,69.0
2002,Insecticides,71.31
2003,Insecticides,73.63
2004,Insecticides,94.07
2005,Insecticides,69.82
2006,Insecticides,64.06
2007,Insecticides,75.0
2008,Insecticides,50.54
2009,Insecticides,95.04
2010,Insecticides,63.23
2011,Insecticides,67.8
2012,Insecticides,93.9
2013,Insecticides,333.32
2014,Insecticides,233.76
2015,Insecticides,309.32
2016,Insecticides,316.6
2017,Insecticides,316.6
2018,Insecticides,316.6
2019,Insecticides,316.6
2020,Insecticides,316.6
2021,Insecticides,316.6
2022,Insecticides,316.6
1990,Insecticides,0.16
1991,Insecticides,0.16
1992,Insecticides,0.17
1993,Insecticides,0.17
1994,Insecticides,0.17
1995,Insecticides,0.17
1996,Insecticides,0.17
1997,Insecticides,0.45
1998,Insecticides,0.82
1999,Insecticides,1.26
2000,Insecticides,1.0
2001,Insecticides,0.9
2002,Insecticides,1.77
2003,Insecticides,2.22
2004,Insecticides,3.54
2005,Insecticides,2.38
2006,Insecticides,2.16
2007,Insecticides,0.81
2008,Insecticides,0.83
2009,Insecticides,1.04
2010,Insecticides,1.2
2011,Insecticides,1.03
2012,Insecticides,0.71
2013,Insecticides,0.57
2014,Insecticides,2.37
2015,Insecticides,2.42
2016,Insecticides,2.59
2017,Insecticides,1.18
2018,Insecticides,1.54
2019,Insecticides,1.75
2020,Insecticides,1.99
2021,Insecticides,1.56
2022,Insecticides,1.35
1990,Insecticides,23.97
1991,Insecticides,23.97
1992,Insecticides,23.97
1993,Insecticides,24.44
1994,Insecticides,25.87
1995,Insecticides,27.75
1996,Insecticides,27.1
1997,Insecticides,26.18
1998,Insecticides,25.52
1999,Insecticides,25.52
2000,Insecticides,53.76
2001,Insecticides,81.39
2002,Insecticides,140.38
2003,Insecticides,113.97
2004,Insecticides,86.15
2005,Insecticides,32.97
2006,Insecticides,31.41
2007,Insecticides,33.26
2008,Insecticides,28.06
2009,Insecticides,30.16
2010,Insecticides,25.71
2011,Insecticides,24.65
2012,Insecticides,25.7
2013,Insecticides,28.1
2014,Insecticides,31.44
2015,Insecticides,38.46
2016,Insecticides,47.99
2017,Insecticides,50.89
2018,Insecticides,39.87
2019,Insecticides,27.07
2020,Insecticides,17.41
2021,Insecticides,12.06
2022,Insecticides,12.06
1990,Insecticides,456.7
1991,Insecticides,425.75
1992,Insecticides,379.4
1993,Insecticides,334.81
1994,Insecticides,296.98
1995,Insecticides,271.04
1996,Insecticides,237.17
1997,Insecticides,219.62
1998,Insecticides,188.45
1999,Insecticides,198.33
2000,Insecticides,180.27
2001,Insecticides,162.1
2002,Insecticides,175.24
2003,Insecticides,207.78
2004,Insecticides,229.04
2005,Insecticides,197.84
2006,Insecticides,148.81
2007,Insecticides,121.82
2008,Insecticides,122.68
2009,Insecticides,143.74
2010,Insecticides,151.2
2011,Insecticides,153.23
2012,Insecticides,149.39
2013,Insecticides,147.61
2014,Insecticides,166.26
2015,Insecticides,186.21
2016,Insecticides,181.17
2017,Insecticides,159.99
2018,Insecticides,143.62
2019,Insecticides,155.66
2020,Insecticides,170.7
2021,Insecticides,180.85
2022,Insecticides,185.93
1990,Insecticides,53.24
1991,Insecticides,51.97
1992,Insecticides,76.98
1993,Insecticides,86.29
1994,Insecticides,94.8
1995,Insecticides,84.32
1996,Insecticides,95.54
1997,Insecticides,88.49
1998,Insecticides,79.94
1999,Insecticides,62.02
2000,Insecticides,52.07
2001,Insecticides,40.17
2002,Insecticides,32.02
2003,Insecticides,38.85
2004,Insecticides,38.89
2005,Insecticides,57.21
2006,Insecticides,49.5
2007,Insecticides,44.46
2008,Insecticides,25.28
2009,Insecticides,24.28
2010,Insecticides,26.67
2011,Insecticides,63.09
2012,Insecticides,62.88
2013,Insecticides,60.68
2014,Insecticides,23.76
2015,Insecticides,22.56
2016,Insecticides,22.79
2017,Insecticides,20.15
2018,Insecticides,17.96
2019,Insecticides,16.38
2020,Insecticides,16.84
2021,Insecticides,18.35
2022,Insecticides,19.04
1990,Insecticides,2.0
1991,Insecticides,2.0
1992,Insecticides,1.0
1993,Insecticides,0.17
1994,Insecticides,1.42
1995,Insecticides,0.12
1996,Insecticides,0.55
1997,Insecticides,5.13
1998,Insecticides,0.47
1999,Insecticides,0.66
2000,Insecticides,0.59
2001,Insecticides,0.65
2002,Insecticides,0.71
2003,Insecticides,0.77
2004,Insecticides,0.83
2005,Insecticides,0.89
2006,Insecticides,0.95
2007,Insecticides,1.01
2008,Insecticides,1.07
2009,Insecticides,1.13
2010,Insecticides,1.19
2011,Insecticides,1.25
2012,Insecticides,1.31
2013,Insecticides,1.37
2014,Insecticides,1.43
2015,Insecticides,1.49
2016,Insecticides,1.55
2017,Insecticides,1.61
2018,Insecticides,0.0
2019,Insecticides,7.3
2020,Insecticides,14.24
2021,Insecticides,20.93
2022,Insecticides,20.93
1990,Insecticides,2.57
1991,Insecticides,2.61
1992,Insecticides,2.68
1993,Insecticides,2.73
1994,Insecticides,2.75
1995,Insecticides,2.77
1996,Insecticides,2.8
1997,Insecticides,2.8
1998,Insecticides,2.79
1999,Insecticides,2.76
2000,Insecticides,1.99
2001,Insecticides,1.65
2002,Insecticides,1.53
2003,Insecticides,2.16
2004,Insecticides,2.08
2005,Insecticides,2.58
2006,Insecticides,2.36
2007,Insecticides,4.02
2008,Insecticides,4.26
2009,Insecticides,4.95
2010,Insecticides,5.72
2011,Insecticides,5.78
2012,Insecticides,6.78
2013,Insecticides,5.54
2014,Insecticides,5.33
2015,Insecticides,4.63
2016,Insecticides,4.93
2017,Insecticides,5.24
2018,Insecticides,5.35
2019,Insecticides,5.77
2020,Insecticides,6.8
2021,Insecticides,6.78
2022,Insecticides,6.75
1990,Insecticides,432.0
1991,Insecticides,432.0
1992,Insecticides,432.0
1993,Insecticides,432.0
1994,Insecticides,432.0
1995,Insecticides,432.0
1996,Insecticides,432.0
1997,Insecticides,1073.0
1998,Insecticides,1218.66
1999,Insecticides,1364.33
2000,Insecticides,1509.99
2001,Insecticides,1655.65
2002,Insecticides,1801.32
2003,Insecticides,1946.98
2004,Insecticides,2092.64
2005,Insecticides,2238.3
2006,Insecticides,2383.97
2007,Insecticides,2529.63
2008,Insecticides,2629.78
2009,Insecticides,2729.92
2010,Insecticides,2830.07
2011,Insecticides,2930.21
2012,Insecticides,3030.36
2013,Insecticides,3130.5
2014,Insecticides,3432.8
2015,Insecticides,3735.1
2016,Insecticides,4037.4
2017,Insecticides,4339.69
2018,Insecticides,4641.99
2019,Insecticides,4944.29
2020,Insecticides,1893.1
2021,Insecticides,1893.1
2022,Insecticides,1893.1
1990,Insecticides,269.0
1991,Insecticides,269.0
1992,Insecticides,269.0
1993,Insecticides,239.0
1994,Insecticides,427.0
